Month/Year: 07/2012
Station Location: GEN E L LOGAN INTERNATIONAL AIRPORT (14739)
Lat: 42.360
Lon: -71.010
Elev: 12 ft. above sea level
WBAN,Date,Time,StationType,SkyCondition,SkyConditionFlag,Visibility,VisibilityFlag,WeatherType,WeatherTypeFlag,DryBulbFarenheit,DryBulbFarenheitFlag,DryBulbCelsius,DryBulbCelsiusFlag,WetBulbFarenheit,WetBulbFarenheitFlag,WetBulbCelsius,WetBulbCelsiusFlag,DewPointFarenheit,DewPointFarenheitFlag,DewPointCelsius,DewPointCelsiusFlag,RelativeHumidity,RelativeHumidityFlag,WindSpeed,WindSpeedFlag,WindDirection,WindDirectionFlag,ValueForWindCharacter,ValueForWindCharacterFlag,StationPressure,StationPressureFlag,PressureTendency,PressureTendencyFlag,PressureChange,PressureChangeFlag,SeaLevelPressure,SeaLevelPressureFlag,RecordType,RecordTypeFlag,HourlyPrecip,HourlyPrecipFlag,Altimeter,AltimeterFlag
14739,20120705,2054,11,FEW050 SCT280, ,10.00, , , ,73, ,22.8, ,66, ,18.6, ,61, ,16.1, , 66, , 3, ,190, , , ,29.80, , , , , ,29.83, ,AA, , , ,29.83, 
14739,20120705,2154,11,FEW050, ,10.00, , , ,73, ,22.8, ,66, ,18.9, ,62, ,16.7, , 69, , 0, ,000, , , ,29.81, ,3, ,010, ,29.84, ,AA, , , ,29.84, 
14739,20120705,2254,11,FEW050, ,10.00, , , ,71, ,21.7, ,65, ,18.5, ,62, ,16.7, , 73, , 0, ,000, , , ,29.82, , , , , ,29.85, ,AA, , , ,29.85, 
14739,20120705,2354,11,FEW050, ,10.00, , , ,73, ,22.8, ,66, ,18.6, ,61, ,16.1, , 66, , 8, ,320, , , ,29.82, , , , , ,29.85, ,AA, , , ,29.85, 
14739,20120706,0054,11,CLR, ,10.00, , , ,72, ,22.2, ,65, ,18.4, ,61, ,16.1, , 68, , 7, ,300, , , ,29.82, ,1, ,005, ,29.85, ,AA, , , ,29.85, 
14739,20120706,0154,11,CLR, ,10.00, , , ,71, ,21.7, ,65, ,18.2, ,61, ,16.1, , 71, , 8, ,300, , , ,29.82, , , , , ,29.85, ,AA, , , ,29.85, 
14739,20120706,0254,11,CLR, ,10.00, , , ,70, ,21.1, ,64, ,17.7, ,60, ,15.6, , 71, , 7, ,300, , , ,29.82, , , , , ,29.85, ,AA, , , ,29.85, 
14739,20120706,0354,11,CLR, ,10.00, , , ,69, ,20.6, ,64, ,17.5, ,60, ,15.6, , 73, , 9, ,310, , , ,29.84, ,3, ,005, ,29.86, ,AA, , , ,29.87, 
14739,20120706,0454,11,CLR, ,10.00, , , ,69, ,20.6, ,64, ,17.5, ,60, ,15.6, , 73, , 8, ,290, , , ,29.85, , , , , ,29.87, ,AA, , , ,29.88, 
14739,20120706,0554,11,CLR, ,10.00, , , ,71, ,21.7, ,65, ,18.2, ,61, ,16.1, , 71, , 5, ,330, , , ,29.87, , , , , ,29.89, ,AA, , , ,29.90, 
14739,20120706,0654,11,CLR, ,10.00, , , ,75, ,23.9, ,66, ,19.0, ,61, ,16.1, , 62, , 5, ,310, , , ,29.88, ,3, ,015, ,29.91, ,AA, , , ,29.91, 
14739,20120706,0754,11,CLR, ,10.00, , , ,77, ,25.0, ,67, ,19.4, ,61, ,16.1, , 58, , 0, ,000, , , ,29.88, , , , , ,29.90, ,AA, , , ,29.91, 
14739,20120706,0854,11,FEW070 SCT120, ,10.00, , , ,77, ,25.0, ,68, ,20.0, ,63, ,17.2, , 62, , 6, ,140, , , ,29.86, , , , , ,29.89, ,AA, , , ,29.89, 
14739,20120706,0954,11,SCT050 SCT120, ,10.00, , , ,77, ,25.0, ,68, ,20.0, ,63, ,17.2, , 62, , 9, ,140, , , ,29.87, ,5, ,005, ,29.89, ,AA, , , ,29.90, 
14739,20120706,1054,11,SCT050 SCT220, ,10.00, , , ,77, ,25.0, ,68, ,20.0, ,63, ,17.2, , 62, , 9, ,130, , , ,29.86, , , , , ,29.89, ,AA, , , ,29.89, 
14739,20120706,1154,11,SCT050 SCT220, ,10.00, , , ,79, ,26.1, ,69, ,20.7, ,64, ,17.8, , 60, ,10, ,110, , , ,29.85, , , , , ,29.88, ,AA, , , ,29.88, 
14739,20120706,1254,11,FEW050 SCT220 SCT250, ,10.00, , , ,79, ,26.1, ,69, ,20.7, ,64, ,17.8, , 60, ,11, ,090, , , ,29.84, ,8, ,010, ,29.86, ,AA, , , ,29.87, 
14739,20120706,1354,11,FEW055 SCT200 SCT300, ,10.00, , , ,77, ,25.0, ,69, ,20.7, ,65, ,18.3, , 67, ,13, ,110, , , ,29.83, , , , , ,29.85, ,AA, , , ,29.86, 
14739,20120706,1454,11,FEW055 SCT200 SCT300, ,10.00, , , ,76, ,24.4, ,68, ,20.1, ,64, ,17.8, , 67, ,10, ,100, , , ,29.83, , , , , ,29.85, ,AA, , , ,29.86, 
14739,20120706,1554,11,FEW055 SCT200 SCT300, ,10.00, , , ,79, ,26.1, ,69, ,20.7, ,64, ,17.8, , 60, , 9, ,100, , , ,29.82, ,8, ,007, ,29.84, ,AA, , , ,29.85, 
14739,20120706,1654,11,FEW055 SCT200 SCT300, ,10.00, , , ,78, ,25.6, ,70, ,20.8, ,65, ,18.3, , 64, , 7, ,100, , , ,29.80, , , , , ,29.83, ,AA, , , ,29.83, 
14739,20120706,1754,11,FEW055 SCT200 BKN300, ,10.00, , , ,75, ,23.9, ,68, ,20.0, ,64, ,17.8, , 69, , 8, ,130, , , ,29.80, , , , , ,29.83, ,AA, , , ,29.83, 
14739,20120706,1854,11,FEW055 SCT200 BKN300, ,10.00, , , ,75, ,23.9, ,69, ,20.3, ,65, ,18.3, , 71, , 9, ,140, , , ,29.81, ,5, ,004, ,29.83, ,AA, , , ,29.84, 
14739,20120706,1954,11,FEW060 BKN150, ,10.00, , , ,75, ,23.9, ,69, ,20.6, ,66, ,18.9, , 74, , 6, ,160, , , ,29.81, , , , , ,29.83, ,AA, , , ,29.84, 
14739,20120706,2054,11,FEW150 SCT250, ,10.00, , , ,74, ,23.3, ,69, ,20.4, ,66, ,18.9, , 76, , 6, ,170, , , ,29.80, , , , , ,29.83, ,AA, , , ,29.83, 
14739,20120706,2154,11,FEW150 SCT250, ,10.00, , , ,77, ,25.0, ,69, ,20.7, ,65, ,18.3, , 67, , 8, ,220, , , ,29.79, ,8, ,005, ,29.82, ,AA, , , ,29.82, 
14739,20120706,2254,11,BKN150 BKN250, ,10.00, , , ,78, ,25.6, ,69, ,20.5, ,64, ,17.8, , 62, ,13, ,230, , , ,29.79, , , , , ,29.82, ,AA, , , ,29.82, 
14739,20120706,2354,11,BKN150 BKN250, ,10.00, , , ,77, ,25.0, ,69, ,20.7, ,65, ,18.3, , 67, ,10, ,220, , , ,29.79, , , , , ,29.82, ,AA, , , ,29.82, 
14739,20120707,0054,11,BKN150 BKN250, ,10.00, , , ,76, ,24.4, ,69, ,20.5, ,65, ,18.3, , 69, , 7, ,230, , , ,29.78, ,8, ,004, ,29.81, ,AA, , , ,29.81, 
14739,20120707,0154,11,SCT140 BKN250, ,10.00, , , ,76, ,24.4, ,69, ,20.5, ,65, ,18.3, , 69, ,10, ,250, , , ,29.77, , , , , ,29.79, ,AA, , , ,29.80, 
14739,20120707,0254,11,FEW060 SCT140 SCT250, ,10.00, , , ,75, ,23.9, ,68, ,20.0, ,64, ,17.8, , 69, ,10, ,250, , , ,29.76, , , , , ,29.79, ,AA, , , ,29.79, 
14739,20120707,0354,11,SCT140 BKN250, ,10.00, , , ,74, ,23.3, ,68, ,19.8, ,64, ,17.8, , 71, , 9, ,230, , , ,29.76, ,6, ,007, ,29.78, ,AA, , , ,29.79, 
14739,20120707,0454,11,SCT140 BKN250, ,10.00, , , ,74, ,23.3, ,68, ,20.1, ,65, ,18.3, , 74, ,11, ,230, , , ,29.75, , , , , ,29.78, ,AA, , , ,29.78, 
14739,20120707,0554,11,SCT140 BKN250, ,10.00, , , ,75, ,23.9, ,69, ,20.3, ,65, ,18.3, , 71, ,10, ,240, ,17, ,29.74, , , , , ,29.77, ,AA, , , ,29.77, 
14739,20120707,0654,11,SCT140 BKN250, ,10.00, , , ,77, ,25.0, ,69, ,20.7, ,65, ,18.3, , 67, , 7, ,270, , , ,29.76, ,5, ,001, ,29.78, ,AA, , , ,29.79, 
14739,20120707,0754,11,SCT100 BKN160, ,10.00, , , ,82, ,27.8, ,71, ,21.9, ,66, ,18.9, , 58, , 9, ,300, , , ,29.76, , , , , ,29.78, ,AA, , , ,29.79, 
14739,20120707,0854,11,SCT100 BKN160, ,10.00, , , ,82, ,27.8, ,71, ,21.5, ,65, ,18.3, , 56, , 7, ,310, , , ,29.74, , , , , ,29.77, ,AA, , , ,29.77, 
14739,20120707,0954,11,FEW044 BKN110, ,10.00, ,-RA, ,82, ,27.8, ,71, ,21.9, ,66, ,18.9, , 58, , 6, ,270, , , ,29.74, ,8, ,005, ,29.77, ,AA, ,  T, ,29.77, 
14739,20120707,1054,11,FEW030 SCT047 OVC100, ,10.00, , , ,82, ,27.8, ,73, ,22.5, ,68, ,20.0, , 63, , 6, ,240, , , ,29.72, , , , , ,29.75, ,AA, ,  T, ,29.75, 
14739,20120707,1154,11,FEW060 BKN110 BKN200, ,10.00, , , ,83, ,28.3, ,72, ,22.0, ,66, ,18.9, , 57, , 8, ,290, , , ,29.74, , , , , ,29.76, ,AA, , , ,29.77, 
14739,20120707,1254,11,FEW060 BKN090 OVC220, ,10.00, , , ,83, ,28.3, ,73, ,22.7, ,68, ,20.0, , 61, ,11, ,300, , , ,29.75, ,3, ,003, ,29.78, ,AA, ,  T, ,29.78, 
14739,20120707,1354,11,FEW050 BKN090 OVC140, ,10.00, , , ,82, ,27.8, ,73, ,22.5, ,68, ,20.0, , 63, , 8, ,270, ,18, ,29.73, , , , , ,29.75, ,AA, ,  T, ,29.76, 
14739,20120707,1454,11,FEW050 BKN080 OVC140, ,10.00, , , ,82, ,27.8, ,72, ,22.2, ,67, ,19.4, , 61, , 9, ,260, , , ,29.71, , , , , ,29.74, ,AA, , , ,29.74, 
14739,20120707,1554,11,SCT075 BKN140 BKN250, ,10.00, , , ,85, ,29.4, ,72, ,22.4, ,66, ,18.9, , 53, , 8, ,320, , , ,29.68, ,8, ,022, ,29.71, ,AA, , , ,29.71, 
14739,20120707,1654,11,FEW040 BKN075 BKN140, ,10.00, , , ,82, ,27.8, ,71, ,21.5, ,65, ,18.3, , 56, ,13, ,350, , , ,29.69, , , , , ,29.71, ,AA, , , ,29.72, 
14739,20120707,1754,11,FEW050 SCT065 BKN090, ,10.00, , , ,82, ,27.8, ,71, ,21.5, ,65, ,18.3, , 56, ,13, ,300, , , ,29.70, , , , , ,29.73, ,AA, , , ,29.73, 
14739,20120707,1854,11,FEW070 BKN085, ,10.00, , , ,81, ,27.2, ,69, ,20.7, ,63, ,17.2, , 54, ,14, ,300, ,23, ,29.72, ,3, ,012, ,29.75, ,AA, , , ,29.75, 
14739,20120707,1954,11,FEW075 SCT200 SCT300, ,10.00, , , ,79, ,26.1, ,69, ,20.4, ,63, ,17.2, , 58, , 9, ,290, , , ,29.73, , , , , ,29.75, ,AA, , , ,29.76, 
14739,20120707,2054,11,CLR, ,10.00, , , ,78, ,25.6, ,68, ,20.2, ,63, ,17.2, , 60, ,14, ,290, , , ,29.73, , , , , ,29.76, ,AA, , , ,29.76, 
14739,20120707,2154,11,CLR, ,10.00, , , ,77, ,25.0, ,68, ,20.0, ,63, ,17.2, , 62, , 9, ,300, , , ,29.74, ,3, ,006, ,29.76, ,AA, , , ,29.77, 
14739,20120707,2254,11,CLR, ,10.00, , , ,76, ,24.4, ,68, ,19.8, ,63, ,17.2, , 64, ,10, ,290, , , ,29.75, , , , , ,29.78, ,AA, , , ,29.78, 
14739,20120707,2354,11,CLR, ,10.00, , , ,74, ,23.3, ,67, ,19.4, ,63, ,17.2, , 69, ,10, ,290, , , ,29.74, , , , , ,29.77, ,AA, , , ,29.77, 
14739,20120708,0054,11,CLR, ,10.00, , , ,73, ,22.8, ,67, ,19.2, ,63, ,17.2, , 71, , 8, ,290, , , ,29.74, ,0, ,002, ,29.77, ,AA, , , ,29.77, 
14739,20120708,0154,11,CLR, ,10.00, , , ,72, ,22.2, ,66, ,19.0, ,63, ,17.2, , 73, , 8, ,290, , , ,29.74, , , , , ,29.77, ,AA, , , ,29.77, 
14739,20120708,0254,11,CLR, ,10.00, , , ,71, ,21.7, ,66, ,18.8, ,63, ,17.2, , 76, , 8, ,290, , , ,29.74, , , , , ,29.77, ,AA, , , ,29.77, 
14739,20120708,0354,11,FEW120, ,10.00, , , ,71, ,21.7, ,66, ,18.8, ,63, ,17.2, , 76, , 9, ,290, , , ,29.76, ,3, ,004, ,29.78, ,AA, , , ,29.79, 
14739,20120708,0454,11,FEW120, ,10.00, , , ,71, ,21.7, ,66, ,18.8, ,63, ,17.2, , 76, , 8, ,280, , , ,29.77, , , , , ,29.79, ,AA, , , ,29.80, 
14739,20120708,0554,11,FEW120, ,10.00, , , ,73, ,22.8, ,66, ,18.9, ,62, ,16.7, , 69, , 9, ,300, , , ,29.78, , , , , ,29.80, ,AA, , , ,29.81, 
14739,20120708,0654,11,FEW120, ,10.00, , , ,78, ,25.6, ,67, ,19.6, ,61, ,16.1, , 56, ,10, ,310, ,18, ,29.79, ,3, ,012, ,29.82, ,AA, , , ,29.82, 
14739,20120708,0754,11,FEW120, ,10.00, , , ,79, ,26.1, ,67, ,19.5, ,60, ,15.6, , 52, , 8, ,340, , , ,29.79, , , , , ,29.82, ,AA, , , ,29.82, 
14739,20120708,0854,11,FEW090, ,10.00, , , ,80, ,26.7, ,68, ,19.9, ,61, ,16.1, , 52, , 9, ,340, , , ,29.79, , , , , ,29.82, ,AA, , , ,29.82, 
14739,20120708,0954,11,FEW090, ,10.00, , , ,83, ,28.3, ,69, ,20.5, ,61, ,16.1, , 48, , 9, ,280, , , ,29.79, ,0, ,000, ,29.82, ,AA, , , ,29.82, 
14739,20120708,1054,11,FEW055, ,10.00, , , ,86, ,30.0, ,69, ,20.7, ,60, ,15.6, , 42, , 9, ,340, , , ,29.78, , , , , ,29.81, ,AA, , , ,29.81, 
14739,20120708,1154,11,SCT060, ,10.00, , , ,82, ,27.8, ,70, ,20.9, ,63, ,17.2, , 53, , 5, ,140, , , ,29.77, , , , , ,29.80, ,AA, , , ,29.80, 
14739,20120708,1254,11,BKN060, ,10.00, , , ,85, ,29.4, ,69, ,20.5, ,60, ,15.6, , 43, ,15, ,280, ,24, ,29.76, ,8, ,010, ,29.79, ,AA, , , ,29.79, 
14739,20120708,1354,11,FEW065 BKN090, ,10.00, , , ,88, ,31.1, ,69, ,20.5, ,58, ,14.4, , 36, ,10, ,270, ,22, ,29.75, , , , , ,29.78, ,AA, , , ,29.78, 
14739,20120708,1454,11,BKN065, ,10.00, , , ,88, ,31.1, ,69, ,20.2, ,57, ,13.9, , 35, ,11, ,320, ,18, ,29.74, , , , , ,29.77, ,AA, , , ,29.77, 
14739,20120708,1554,11,SCT070 SCT085, ,10.00, , , ,89, ,31.7, ,68, ,20.1, ,56, ,13.3, , 33, , 9, ,290, , , ,29.74, ,5, ,005, ,29.77, ,AA, , , ,29.77, 
14739,20120708,1654,11,SCT075 SCT250, ,10.00, , , ,88, ,31.1, ,67, ,19.2, ,53, ,11.7, , 30, ,13, ,310, , , ,29.74, , , , , ,29.76, ,AA, , , ,29.77, 
14739,20120708,1754,11,SCT075 SCT220, ,10.00, , , ,87, ,30.6, ,66, ,18.8, ,52, ,11.1, , 30, , 9, ,320, , , ,29.74, , , , , ,29.77, ,AA, , , ,29.77, 
14739,20120708,1854,11,SCT075 BKN090 BKN220, ,10.00, , , ,79, ,26.1, ,67, ,19.2, ,59, ,15.0, , 50, , 8, ,080, , , ,29.76, ,3, ,005, ,29.79, ,AA, , , ,29.79, 
14739,20120708,1954,11,BKN070 BKN120, ,10.00, , , ,73, ,22.8, ,67, ,19.2, ,63, ,17.2, , 71, , 5, ,060, , , ,29.78, , , , , ,29.81, ,AA, , , ,29.81, 
14739,20120708,2054,11,BKN070 BKN085, ,10.00, , , ,75, ,23.9, ,67, ,19.6, ,63, ,17.2, , 66, , 7, ,030, , , ,29.81, , , , , ,29.84, ,AA, , , ,29.84, 
14739,20120708,2154,11,FEW050 SCT090 BKN140, ,10.00, , , ,75, ,23.9, ,61, ,16.2, ,51, ,10.6, , 43, ,10, ,020, , , ,29.84, ,3, ,026, ,29.86, ,AA, , , ,29.87, 
14739,20120708,2254,11,FEW070 SCT140, ,10.00, , , ,75, ,23.9, ,60, ,15.7, ,49, ,9.4, , 40, ,10, ,360, , , ,29.85, , , , , ,29.88, ,AA, , , ,29.88, 
14739,20120708,2354,11,CLR, ,10.00, , , ,73, ,22.8, ,60, ,15.2, ,49, ,9.4, , 43, , 6, ,350, , , ,29.86, , , , , ,29.88, ,AA, , , ,29.89, 
14739,20120709,0054,11,FEW090 SCT250, ,10.00, , , ,72, ,22.2, ,59, ,15.0, ,49, ,9.4, , 44, , 6, ,350, , , ,29.86, ,0, ,006, ,29.88, ,AA, , , ,29.89, 
14739,20120709,0154,11,FEW090 SCT250, ,10.00, , , ,71, ,21.7, ,59, ,14.8, ,49, ,9.4, , 46, , 8, ,330, , , ,29.85, , , , , ,29.88, ,AA, , , ,29.88, 
14739,20120709,0254,11,SCT080 SCT250, ,10.00, , , ,69, ,20.6, ,58, ,14.6, ,50, ,10.0, , 51, , 8, ,320, , , ,29.85, , , , , ,29.88, ,AA, , , ,29.88, 
14739,20120709,0354,11,FEW060 SCT090 SCT250, ,10.00, , , ,68, ,20.0, ,58, ,14.4, ,50, ,10.0, , 53, , 9, ,320, , , ,29.86, ,3, ,002, ,29.89, ,AA, , , ,29.89, 
14739,20120709,0454,11,FEW060 SCT090 SCT250, ,10.00, , , ,68, ,20.0, ,58, ,14.4, ,50, ,10.0, , 53, , 8, ,300, , , ,29.87, , , , , ,29.90, ,AA, , , ,29.90, 
14739,20120709,0554,11,FEW090 SCT280, ,10.00, , , ,70, ,21.1, ,59, ,14.8, ,50, ,10.0, , 49, ,10, ,320, , , ,29.89, , , , , ,29.91, ,AA, , , ,29.92, 
14739,20120709,0654,11,FEW090 SCT220 SCT300, ,10.00, , , ,73, ,22.8, ,60, ,15.5, ,50, ,10.0, , 44, ,11, ,320, , , ,29.91, ,3, ,015, ,29.93, ,AA, , , ,29.94, 
14739,20120709,0754,11,FEW220 SCT300, ,10.00, , , ,75, ,23.9, ,60, ,15.7, ,49, ,9.4, , 40, , 7, ,310, , , ,29.90, , , , , ,29.92, ,AA, , , ,29.93, 
14739,20120709,0854,11,FEW220 SCT300, ,10.00, , , ,78, ,25.6, ,59, ,14.9, ,43, ,6.1, , 29, ,11, ,300, ,20, ,29.90, , , , , ,29.93, ,AA, , , ,29.93, 
14739,20120709,0954,11,FEW070 SCT300, ,10.00, , , ,78, ,25.6, ,59, ,14.7, ,42, ,5.6, , 28, ,11, ,010, ,20, ,29.90, ,6, ,001, ,29.93, ,AA, , , ,29.93, 
14739,20120709,1054,11,FEW070 SCT300, ,10.00, , , ,79, ,26.1, ,60, ,15.6, ,45, ,7.2, , 30, ,10, ,290, ,17, ,29.89, , , , , ,29.92, ,AA, , , ,29.92, 
14739,20120709,1154,11,FEW070 SCT220 SCT300, ,10.00, , , ,81, ,27.2, ,61, ,16.2, ,46, ,7.8, , 29, , 7, ,330, , , ,29.89, , , , , ,29.91, ,AA, , , ,29.92, 
14739,20120709,1254,11,FEW070 SCT220 SCT300, ,10.00, , , ,81, ,27.2, ,61, ,16.2, ,46, ,7.8, , 29, ,11, ,270, ,16, ,29.88, ,6, ,007, ,29.91, ,AA, , , ,29.91, 
14739,20120709,1354,11,FEW075 SCT220 SCT300, ,10.00, , , ,78, ,25.6, ,62, ,16.5, ,50, ,10.0, , 38, ,13, ,130, , , ,29.88, , , , , ,29.90, ,AA, , , ,29.91, 
14739,20120709,1454,11,FEW070 SCT220 SCT300, ,10.00, , , ,80, ,26.7, ,63, ,17.2, ,51, ,10.6, , 37, , 9, ,130, , , ,29.87, , , , , ,29.90, ,AA, , , ,29.90, 
14739,20120709,1554,11,SCT080 SCT220 SCT300, ,10.00, , , ,83, ,28.3, ,62, ,16.8, ,47, ,8.3, , 28, , 9, ,260, , , ,29.86, ,8, ,006, ,29.89, ,AA, , , ,29.89, 
14739,20120709,1654,11,FEW075 SCT200 SCT300, ,10.00, , , ,83, ,28.3, ,61, ,16.0, ,43, ,6.1, , 24, ,10, ,340, ,22, ,29.86, , , , , ,29.89, ,AA, , , ,29.89, 
14739,20120709,1754,11,FEW070 SCT200 SCT300, ,10.00, , , ,82, ,27.8, ,60, ,15.7, ,43, ,6.1, , 25, ,10, ,320, , , ,29.88, , , , , ,29.91, ,AA, , , ,29.91, 
14739,20120709,1854,11,FEW070 SCT200, ,10.00, , , ,80, ,26.7, ,60, ,15.6, ,44, ,6.7, , 28, , 7, ,330, , , ,29.90, ,3, ,012, ,29.92, ,AA, , , ,29.93, 
14739,20120709,1954,11,FEW070 SCT200 SCT300, ,10.00, , , ,73, ,22.8, ,62, ,16.6, ,54, ,12.2, , 52, , 3, ,110, , , ,29.91, , , , , ,29.94, ,AA, , , ,29.94, 
14739,20120709,2054,11,FEW070 SCT200 SCT300, ,10.00, , , ,72, ,22.2, ,61, ,15.8, ,52, ,11.1, , 50, , 0, ,000, , , ,29.93, , , , , ,29.96, ,AA, , , ,29.96, 
14739,20120709,2154,11,CLR, ,10.00, , , ,69, ,20.6, ,63, ,17.2, ,59, ,15.0, , 71, , 3, ,070, , , ,29.94, ,1, ,014, ,29.96, ,AA, , , ,29.97, 
14739,20120709,2254,11,CLR, ,10.00, , , ,69, ,20.6, ,62, ,16.9, ,58, ,14.4, , 68, , 0, ,000, , , ,29.95, , , , , ,29.98, ,AA, , , ,29.98, 
14739,20120709,2354,11,CLR, ,10.00, , , ,69, ,20.6, ,63, ,17.2, ,59, ,15.0, , 71, , 6, ,350, , , ,29.95, , , , , ,29.98, ,AA, , , ,29.98, 
14739,20120710,0054,11,CLR, ,10.00, , , ,69, ,20.6, ,60, ,15.7, ,54, ,12.2, , 59, , 8, ,350, , , ,29.95, ,0, ,005, ,29.98, ,AA, , , ,29.98, 
14739,20120710,0154,11,FEW090, ,10.00, , , ,68, ,20.0, ,56, ,13.1, ,45, ,7.2, , 44, , 5, ,350, , , ,29.96, , , , , ,29.99, ,AA, , , ,29.99, 
14739,20120710,0254,11,SCT090, ,10.00, , , ,67, ,19.4, ,55, ,12.9, ,45, ,7.2, , 45, , 5, ,350, , , ,29.97, , , , , ,29.99, ,AA, , , ,30.00, 
14739,20120710,0354,11,FEW090, ,10.00, , , ,66, ,18.9, ,55, ,12.7, ,45, ,7.2, , 47, , 7, ,330, , , ,29.97, ,1, ,008, ,30.00, ,AA, , , ,30.00, 
14739,20120710,0454,11,FEW090, ,10.00, , , ,66, ,18.9, ,55, ,12.7, ,45, ,7.2, , 47, , 6, ,300, , , ,29.99, , , , , ,30.02, ,AA, , , ,30.02, 
14739,20120710,0554,11,FEW090, ,10.00, , , ,68, ,20.0, ,56, ,13.4, ,46, ,7.8, , 45, , 7, ,320, , , ,30.00, , , , , ,30.03, ,AA, , , ,30.03, 
14739,20120710,0654,11,FEW090 SCT250, ,10.00, , , ,72, ,22.2, ,57, ,14.1, ,45, ,7.2, , 38, , 7, ,350, , , ,30.01, ,1, ,012, ,30.04, ,AA, , , ,30.04, 
14739,20120710,0754,11,FEW060 SCT250, ,10.00, , , ,75, ,23.9, ,58, ,14.5, ,44, ,6.7, , 33, , 7, ,360, , , ,30.02, , , , , ,30.05, ,AA, , , ,30.05, 
14739,20120710,0854,11,FEW065 SCT250, ,10.00, , , ,77, ,25.0, ,58, ,14.5, ,42, ,5.6, , 29, , 6, ,010, , , ,30.02, , , , , ,30.05, ,AA, , , ,30.05, 
14739,20120710,0954,11,FEW050 SCT250, ,10.00, , , ,77, ,25.0, ,60, ,15.6, ,47, ,8.3, , 35, , 0, ,000, , , ,30.02, ,1, ,005, ,30.05, ,AA, , , ,30.05, 
14739,20120710,1054,11,FEW055 SCT250, ,10.00, , , ,77, ,25.0, ,61, ,15.9, ,48, ,8.9, , 36, , 7, ,130, , , ,30.02, , , , , ,30.05, ,AA, , , ,30.05, 
14739,20120710,1154,11,FEW060 SCT250, ,10.00, , , ,77, ,25.0, ,60, ,15.6, ,47, ,8.3, , 35, , 9, ,140, , , ,30.01, , , , , ,30.03, ,AA, , , ,30.04, 
14739,20120710,1254,11,FEW060, , 9.00, , , ,78, ,25.6, ,61, ,15.8, ,47, ,8.3, , 34, ,11, ,140, , , ,29.99, ,8, ,010, ,30.02, ,AA, , , ,30.02, 
14739,20120710,1354,11,FEW060, ,10.00, , , ,78, ,25.6, ,60, ,15.6, ,46, ,7.8, , 32, , 0, ,000, , , ,29.99, , , , , ,30.01, ,AA, , , ,30.02, 
14739,20120710,1454,11,FEW080, ,10.00, , , ,77, ,25.0, ,62, ,16.3, ,50, ,10.0, , 39, ,13, ,130, , , ,29.99, , , , , ,30.02, ,AA, , , ,30.02, 
14739,20120710,1554,11,FEW080 SCT180, ,10.00, , , ,74, ,23.3, ,62, ,16.8, ,54, ,12.2, , 50, ,11, ,130, , , ,29.98, ,8, ,004, ,30.01, ,AA, , , ,30.01, 
14739,20120710,1654,11,SCT085 SCT180, ,10.00, , , ,76, ,24.4, ,64, ,17.7, ,56, ,13.3, , 50, ,13, ,110, , , ,29.98, , , , , ,30.01, ,AA, , , ,30.01, 
14739,20120710,1754,11,SCT090 SCT200, ,10.00, , , ,76, ,24.4, ,64, ,17.5, ,55, ,12.8, , 48, ,10, ,120, , , ,29.99, , , , , ,30.01, ,AA, , , ,30.02, 
14739,20120710,1854,11,FEW090 SCT200 BKN300, ,10.00, , , ,75, ,23.9, ,62, ,16.7, ,53, ,11.7, , 46, ,11, ,150, , , ,30.00, ,3, ,006, ,30.03, ,AA, , , ,30.03, 
14739,20120710,1954,11,FEW090 SCT200 BKN300, ,10.00, , , ,73, ,22.8, ,63, ,17.1, ,56, ,13.3, , 55, , 5, ,VR , , , ,30.02, , , , , ,30.05, ,AA, , , ,30.05, 
14739,20120710,2054,11,FEW070 SCT200 SCT300, ,10.00, , , ,72, ,22.2, ,63, ,16.9, ,56, ,13.3, , 57, , 9, ,190, , , ,30.03, , , , , ,30.06, ,AA, , , ,30.06, 
14739,20120710,2154,11,CLR, ,10.00, , , ,71, ,21.7, ,63, ,17.0, ,57, ,13.9, , 61, , 8, ,190, , , ,30.05, ,1, ,016, ,30.07, ,AA, , , ,30.08, 
14739,20120710,2254,11,CLR, ,10.00, , , ,70, ,21.1, ,63, ,17.1, ,58, ,14.4, , 66, , 6, ,190, , , ,30.06, , , , , ,30.08, ,AA, , , ,30.09, 
14739,20120710,2354,11,CLR, ,10.00, , , ,69, ,20.6, ,62, ,16.6, ,57, ,13.9, , 66, , 7, ,220, , , ,30.06, , , , , ,30.09, ,AA, , , ,30.09, 
14739,20120711,0054,11,CLR, ,10.00, , , ,69, ,20.6, ,62, ,16.9, ,58, ,14.4, , 68, , 3, ,210, , , ,30.06, ,0, ,005, ,30.09, ,AA, , , ,30.09, 
14739,20120711,0154,11,CLR, ,10.00, , , ,67, ,19.4, ,63, ,17.1, ,60, ,15.6, , 78, , 5, ,170, , , ,30.07, , , , , ,30.09, ,AA, , , ,30.10, 
14739,20120711,0254,11,CLR, ,10.00, , , ,68, ,20.0, ,63, ,17.3, ,60, ,15.6, , 76, , 8, ,220, , , ,30.07, , , , , ,30.10, ,AA, , , ,30.10, 
